,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-84-040
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,"DRIFT BOTTLE OBSERVATIONS OF THE NEARSHORE SURFACE CIRCULATION OFF CALIFORNIA, 1977-1983"
3,Author:,"DEWEES, CHRISTOPHER M"
4,,"STRANGE, ELIZABETH M"
5,Publication Year :,1984
6,Source Citation:,"CALIFORNIA COOPERATIVE OCEANIC FISHERIES INVESTIGATIONS REPORT, 25( ):0 068-0073, 1984"
7,Publication Type:,reprints (peer-reviewed)
8,Project #:,A/EA-1
9,Abstract:,CALIFORNIA;CURR​ENT;CIRCULATION​;DRIFT BOTTLE
